domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
aiq-p3.itd.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
am0515-901.s3.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ansible1-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
admingw00.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
admingw01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
am0515-901.s3.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
aiq-p3.itd.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
aiq-d4.itd.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
aiq-d4.itd.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
admingw00.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
am0515-901.s3.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
aiq-p3.itd.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
am0515-901-255.kbase.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
am0515-901-255.kbase.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
aiq-p3.itd.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
astein.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
am0515-901.s3.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
am0515-901-255.kbase.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
aiq-d4.itd.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
am0515-901-255.kbase.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
am0515-901.s3.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
am0515-901.s3.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
auth.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
auth.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
astein.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ansible2-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
auth.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s161.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer-tiled-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s208-0.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
arpmon.sci-dmz.s209-0.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
atlas-hllhc.docdb.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
auth.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
astein.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
balancer-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer1-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
balancer1-tiled-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
beamer.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
beamer.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer2-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer2-tiled-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belleii-ddm-rucio.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
balancer3-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belleii-ddm-rucio01-vrrp.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio01-vrrp.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio01-vrrp.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
balancer4-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
belleii-ddm-rucio01-vrrp.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belleii-ddm-rucio01-vrrp.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
beamer.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
belle2db.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
belle2db-files.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
